competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,runtime_seconds,error,finished_at,public_auc,private_auc,cv_private_gap,abs_cv_private_gap,public_private_gap,abs_public_private_gap,public_gini,private_gini,cv_corrected,public_corrected,private_corrected,posterior_true_performance,posterior_uncertainty
homesite,145,lightgbm,293651,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}",2026-05-14T06:42:49.398315,0.9521847784696592,0.0006528062767023,0.9514386462486196,0.9532987554164444,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0145.csv,False,,57.264991998672485,,2026-05-14T06:43:46.663297,0.95347,0.95274,-0.0005552215303408,0.0005552215303408,0.00073,0.00073,,,0.9517643808491427,0.9529043,0.95274,0.9526391728665061,0.0008904529966714295
homesite,154,lightgbm,475502,"{""n_estimators"": 500, ""learning_rate"": 0.01, ""num_leaves"": 63, ""max_depth"": 3, ""min_child_samples"": 40, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.0}",2026-05-14T06:55:37.324401,0.9509907238100972,0.0005978189308721,0.9504234603399856,0.952093150198737,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0154.csv,False,,61.264283895492554,,2026-05-14T06:56:38.588676,0.95237,0.95126,-0.0002692761899028,0.0002692761899028,0.00111,0.00111,,,0.9505703261895807,0.9518043,0.95126,0.951263003873949,0.0008904529966714295
homesite,162,lightgbm,264988,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 120, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T07:08:29.479910,0.9646087722435271,0.0005560143855828,0.9638141292236516,0.9654454832907992,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0162.csv,False,,50.958922147750854,,2026-05-14T07:09:20.438821,0.96538,0.96484,-0.0002312277564728,0.0002312277564728,0.0005399999999999,0.0005399999999999,,,0.9641883746230107,0.9648143,0.96484,0.9647491598872887,0.0008904529966714295
homesite,168,lightgbm,942622,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""num_leaves"": 127, ""max_depth"": 3, ""min_child_samples"": 40, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 0.0}",2026-05-14T07:18:25.640780,0.9446309245809934,0.0006742114259257,0.943699782340623,0.9456370825451096,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0168.csv,False,,47.5960750579834,,2026-05-14T07:19:13.236847,0.94526,0.94489,-0.0002590754190066,0.0002590754190066,0.0003699999999999,0.0003699999999999,,,0.9442105269604769,0.9446943,0.94489,0.9447659754602824,0.0008904529966714295
homesite,197,lightgbm,828745,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 10, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0}",2026-05-14T08:12:53.523477,0.9658774066885464,0.0004334371251831,0.9653440559638086,0.9664667481367486,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0197.csv,False,,120.95249104499815,,2026-05-14T08:14:54.475955,0.96696,0.96638,-0.0005025933114536,0.0005025933114536,0.00058,0.00058,,,0.9654570090680299,0.9663943,0.96638,0.9662601263202482,0.0008904529966714295
homesite,204,lightgbm,289663,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 3, ""min_child_samples"": 120, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T08:26:09.752980,0.9646332830642658,0.0004816386335654,0.9640550984652831,0.9653674199429788,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0204.csv,False,,85.51312923431396,,2026-05-14T08:27:35.266099,0.96553,0.96505,-0.0004167169357341,0.0004167169357341,0.00048,0.00048,,,0.9642128854437493,0.9649643,0.96505,0.9649241616219819,0.0008904529966714295
homesite,220,lightgbm,365999,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 0.0}",2026-05-14T08:55:29.085506,0.9522457554347736,0.0007363225908768,0.9514163801541006,0.953320659297753,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0220.csv,False,,59.13935303688049,,2026-05-14T08:56:28.224850,0.95328,0.95267,-0.0004242445652263,0.0004242445652263,0.0006099999999999,0.0006099999999999,,,0.9518253578142571,0.9527143,0.95267,0.9525657170951163,0.0008904529966714295
homesite,222,lightgbm,945901,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""num_leaves"": 31, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0}",2026-05-14T08:58:15.730444,0.9518416595290254,0.0006714079277349,0.951033720084055,0.9529107893142308,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0222.csv,False,,57.08716797828674,,2026-05-14T08:59:12.817600,0.95296,0.95237,-0.0005283404709746,0.0005283404709746,0.0005899999999999,0.0005899999999999,,,0.951421261908509,0.9523943,0.95237,0.952248448070464,0.0008904529966714295
homesite,223,lightgbm,632661,"{""n_estimators"": 300, ""learning_rate"": 0.07, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 80, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0}",2026-05-14T08:59:12.829015,0.9645592926149306,0.0005010371260652,0.9639859356809564,0.9653236266606706,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0223.csv,False,,60.55808472633362,,2026-05-14T09:00:13.387090,0.96527,0.96474,-0.0001807073850694,0.0001807073850694,0.0005299999999999,0.0005299999999999,,,0.9641388949944141,0.9647043,0.96474,0.9646541221511066,0.0008904529966714295
homesite,227,lightgbm,320462,"{""n_estimators"": 500, ""learning_rate"": 0.02, ""num_leaves"": 31, ""max_depth"": -1, ""min_child_samples"": 40, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0}",2026-05-14T09:07:18.510794,0.9645579052446258,0.0005318277356069,0.9638067466792573,0.9652741426167794,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0227.csv,False,,110.2875063419342,,2026-05-14T09:09:08.798290,0.96537,0.96499,-0.0004320947553742,0.0004320947553742,0.0003799999999999,0.0003799999999999,,,0.9641375076241093,0.9648043,0.96499,0.9648447743525896,0.0008904529966714295
homesite,270,lightgbm,881208,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0}",2026-05-14T10:21:40.556936,0.9660321482610088,0.0004889002975354,0.9653810555676368,0.966691665955442,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0270.csv,False,,241.1173849105835,,2026-05-14T10:25:41.674310,0.96694,0.96667,-0.0006378517389912,0.0006378517389912,0.0002699999999999,0.0002699999999999,,,0.9656117506404923,0.9663743,0.96667,0.9664784149551957,0.0008904529966714295
homesite,320,lightgbm,921338,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""num_leaves"": 15, ""max_depth"": 3, ""min_child_samples"": 80, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-14T11:52:58.475058,0.9645869359613892,0.0004372639749089,0.964052272391571,0.9652315246529152,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0320.csv,False,,100.98255705833436,,2026-05-14T11:54:39.457607,0.96548,0.96502,-0.0004330640386107,0.0004330640386107,0.00046,0.00046,,,0.9641665383408727,0.9649143,0.96502,0.9648885248516144,0.0008904529966714295
homesite,333,lightgbm,614232,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""num_leaves"": 127, ""max_depth"": -1, ""min_child_samples"": 20, ""subsample"": 0.8, ""colsample_bytree"": 0.5, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0}",2026-05-14T12:31:41.809897,0.9661475134235148,0.0004795236606957,0.9655988354478002,0.9667793611223792,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0333.csv,False,,283.06160497665405,,2026-05-14T12:36:24.871493,0.96703,0.96669,-0.0005424865764852,0.0005424865764852,0.0003399999999998,0.0003399999999998,,,0.9657271158029983,0.9664642999999999,0.96669,0.9665232009742547,0.0008904529966714295
homesite,341,lightgbm,71037,"{""n_estimators"": 1100, ""learning_rate"": 0.02, ""num_leaves"": 15, ""max_depth"": 5, ""min_child_samples"": 40, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 0.1}",2026-05-14T12:51:01.693912,0.9645594420019016,0.000535546827335,0.9638974368568493,0.9653947515269172,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0341.csv,False,,100.71962785720824,,2026-05-14T12:52:42.413530,0.96552,0.96488,-0.0003205579980983,0.0003205579980983,0.00064,0.00064,,,0.9641390443813851,0.9649543,0.96488,0.9647946667303458,0.0008904529966714295
homesite,349,lightgbm,107927,"{""n_estimators"": 900, ""learning_rate"": 0.02, ""num_leaves"": 63, ""max_depth"": 9, ""min_child_samples"": 40, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-14T13:01:38.400065,0.9658198438178112,0.0005103934111885,0.965155818174133,0.9664482785021457,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0349.csv,False,,141.46711897850037,,2026-05-14T13:03:59.867174,0.96663,0.96632,-0.0005001561821887,0.0005001561821887,0.00031,0.00031,,,0.9653994461972947,0.9660643,0.96632,0.9661536078016725,0.0008904529966714295
homesite,385,xgboost,733795,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 3.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}",2026-05-14T17:15:27.396767,0.9505325486147111,0.0007708211768438,0.9496003311530912,0.9517592994260284,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0385.csv,False,,57.507915019989014,,2026-05-14T17:16:24.904673,0.95126,0.95092,-0.0003874513852888,0.0003874513852888,0.00034,0.00034,,,0.9501121509941947,0.9506943,0.95092,0.9507737529214952,0.0008904529966714295
homesite,406,xgboost,144929,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 0.1}",2026-05-14T17:58:36.528040,0.9640527192716076,0.0004585377135203,0.9634445108801036,0.9647782161546636,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0406.csv,False,,58.48798584938049,,2026-05-14T17:59:35.016014,0.96501,0.96446,-0.0004072807283923,0.0004072807283923,0.00055,0.00055,,,0.9636323216510911,0.9644443,0.96446,0.9643475566314299,0.0008904529966714295
homesite,413,xgboost,8382,"{""n_estimators"": 1100, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 10.0, ""gamma"": 0.3, ""subsample"": 1.0, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-14T18:11:28.882938,0.965825178530977,0.0004099839220997,0.9652888672086836,0.9663865392897564,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0413.csv,False,,164.4699509143829,,2026-05-14T18:14:13.352876,0.96686,0.96651,-0.0006848214690229,0.0006848214690229,0.00035,0.00035,,,0.9654047809104606,0.9662943,0.96651,0.9663260674918914,0.0008904529966714295
homesite,421,xgboost,151036,"{""n_estimators"": 900, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 8.0, ""gamma"": 0.3, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 0.1}",2026-05-14T18:26:36.506427,0.9657492222309404,0.0004940377524116,0.9650880964955284,0.9664074307561018,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0421.csv,False,,149.11224508285522,,2026-05-14T18:29:05.618663,0.96661,0.96626,-0.0005107777690596,0.0005107777690596,0.0003499999999999,0.0003499999999999,,,0.9653288246104239,0.9660443,0.96626,0.9660991392661874,0.0008904529966714295
homesite,455,xgboost,44865,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 5, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-14T19:29:19.187051,0.9522623286653,0.0005485167862279,0.9514536297323282,0.9530019018341792,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0455.csv,False,,64.57820224761963,,2026-05-14T19:30:23.765241,0.95334,0.95253,-0.0002676713346999,0.0002676713346999,0.0008099999999999,0.0008099999999999,,,0.9518419310447835,0.9527743,0.95253,0.9524811704051999,0.0008904529966714295
homesite,458,xgboost,194082,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}",2026-05-14T19:33:11.558417,0.9640679367951608,0.0004747565929008,0.9634527248355944,0.964811425537514,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0458.csv,False,,185.4069356918335,,2026-05-14T19:36:16.965344,0.96495,0.96451,-0.0004420632048391,0.0004420632048391,0.0004399999999999,0.0004399999999999,,,0.9636475391746443,0.9643843,0.96451,0.9643738621465874,0.0008904529966714295
homesite,470,xgboost,888312,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 8.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T19:55:05.920876,0.9640895666563604,0.0005324405846398,0.9633702112060276,0.9648856926308944,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0470.csv,False,,72.73193073272705,,2026-05-14T19:56:18.652799,0.96496,0.96459,-0.0005004333436395,0.0005004333436395,0.00037,0.00037,,,0.9636691690358439,0.9643943,0.96459,0.9644339803029578,0.0008904529966714295
homesite,484,xgboost,763003,"{""n_estimators"": 300, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 8.0, ""gamma"": 0.1, ""subsample"": 1.0, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0}",2026-05-14T20:24:01.864801,0.9438857482975992,0.0007544073425587,0.9428755222311508,0.9449572851145982,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0484.csv,False,,54.81665802001953,,2026-05-14T20:24:56.681450,0.9447,0.9443,-0.0004142517024008,0.0004142517024008,0.0003999999999999,0.0003999999999999,,,0.9434653506770827,0.9441343,0.9443,0.9441606094307557,0.0008904529966714295
homesite,489,xgboost,838125,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T20:34:40.261543,0.9543110891120596,0.0005709604267606,0.9536274415454769,0.9551525704764622,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0489.csv,False,,92.79080510139464,,2026-05-14T20:36:13.052337,0.95492,0.95408,0.0002310891120596,0.0002310891120596,0.0008399999999999,0.0008399999999999,,,0.9538906914915432,0.9543543,0.95408,0.9541024922629403,0.0008904529966714295
homesite,492,xgboost,976439,"{""n_estimators"": 1100, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 2.0, ""gamma"": 0.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-14T20:40:52.571849,0.9657827190691366,0.0005128819068179,0.9651653459853204,0.9664224709707688,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0492.csv,False,,171.94264388084412,,2026-05-14T20:43:44.514482,0.9668,0.96638,-0.0005972809308634,0.0005972809308634,0.0004199999999999,0.0004199999999999,,,0.9653623214486201,0.9662343,0.96638,0.9662198162544056,0.0008904529966714295
homesite,499,xgboost,648773,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 0.9, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-14T20:55:27.537991,0.965794772779461,0.0005249837055444,0.965112895354564,0.9665001095628476,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0499.csv,False,,112.08119297027588,,2026-05-14T20:57:19.619173,0.96678,0.96637,-0.0005752272205389,0.0005752272205389,0.00041,0.00041,,,0.9653743751589445,0.9662143,0.96637,0.9662110048890744,0.0008904529966714295
homesite,514,xgboost,377224,"{""n_estimators"": 300, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.8, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0}",2026-05-14T21:23:31.322031,0.964146366684428,0.0005506279925685,0.96344096923777,0.96496477925391,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0514.csv,False,,68.1276478767395,,2026-05-14T21:24:39.449670,0.96518,0.96461,-0.0004636333155719,0.0004636333155719,0.00057,0.00057,,,0.9637259690639115,0.9646143,0.96461,0.9644935561047238,0.0008904529966714295
homesite,527,xgboost,184888,"{""n_estimators"": 700, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 5.0, ""gamma"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 0.1}",2026-05-14T23:23:54.052901,0.9640833859292594,0.0005688946174893,0.963456924125312,0.965021155925062,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/homesite_1000_models/homesite_model_0527.csv,False,,91.8920841217041,,2026-05-14T23:25:25.944976,0.96513,0.96447,-0.0003866140707406,0.0003866140707406,0.0006599999999999,0.0006599999999999,,,0.9636629883087429,0.9645643,0.96447,0.9643793798794204,0.0008904529966714295
