competition,model_id,model_family,seed,params_json,started_at,cv_auc_mean,cv_auc_std,cv_auc_min,cv_auc_max,submission_path,submitted_to_kaggle,kaggle_status,runtime_seconds,error,finished_at,public_gini,private_gini,public_auc,private_auc,cv_private_gap,abs_cv_private_gap,public_private_gap,abs_public_private_gap
porto,410,xgboost,91872,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 1.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 0.5}",2026-05-12T21:57:22.802165,0.6392267395732734,0.003438939994901,0.6326632079537772,0.6425684196807648,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0410.csv,False,,71.86171793937683,,2026-05-12T21:58:34.663874,0.27505,0.27948,0.637525,0.63974,-0.0005132604267266139,0.0005132604267266139,-0.002214999999999967,0.002214999999999967
porto,448,xgboost,467395,"{""n_estimators"": 500, ""learning_rate"": 0.07, ""max_depth"": 3, ""min_child_weight"": 3.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}",2026-05-12T22:34:28.890911,0.639218780184102,0.0033919839523621,0.6330406710644797,0.6432102582963042,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0448.csv,False,,35.25358510017395,,2026-05-12T22:35:04.144485,0.27819,0.2825,0.639095,0.64125,-0.0020312198158979333,0.0020312198158979333,-0.002155000000000018,0.002155000000000018
porto,451,xgboost,299376,"{""n_estimators"": 700, ""learning_rate"": 0.01, ""max_depth"": 7, ""min_child_weight"": 10.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.5, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0}",2026-05-12T22:36:39.163536,0.6415218440060287,0.0030439797670217,0.6356406621751233,0.6444214913793482,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0451.csv,False,,78.26975989341736,,2026-05-12T22:37:57.433286,0.27914,0.28283,0.63957,0.6414150000000001,0.00010684400602867239,0.00010684400602867239,-0.0018450000000000966,0.0018450000000000966
porto,458,xgboost,194082,"{""n_estimators"": 1100, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 5.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 0.5}",2026-05-12T22:43:30.027245,0.6416748855026263,0.0030839632999213,0.6359522618287731,0.6447235383993546,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0458.csv,False,,102.89051580429076,,2026-05-12T22:45:12.917751,0.2798,0.2837,0.6399,0.64185,-0.00017511449737372953,0.00017511449737372953,-0.0019500000000000073,0.0019500000000000073
porto,482,xgboost,539402,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-12T23:07:46.633117,0.6036077465787244,0.0019069002095794,0.6013468161577037,0.6070392069163758,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0482.csv,False,,100.06753492355348,,2026-05-12T23:09:26.700643,0.21489,0.21438,0.607445,0.60719,-0.003582253421275605,0.003582253421275605,0.0002550000000000052,0.0002550000000000052
porto,493,xgboost,14995,"{""n_estimators"": 900, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.05, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}",2026-05-12T23:20:25.481239,0.6104798108939208,0.0016305243427517,0.60840559952969,0.6132337948937725,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0493.csv,False,,76.3460750579834,,2026-05-12T23:21:41.827303,0.22554,0.22207,0.61277,0.611035,-0.0005551891060792125,0.0005551891060792125,0.001735000000000042,0.001735000000000042
porto,494,xgboost,727132,"{""n_estimators"": 700, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 1.0, ""gamma"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 0.5}",2026-05-12T23:21:41.836634,0.6099538201692791,0.0024634299106105,0.6058044548479149,0.612234301504787,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0494.csv,False,,69.74887204170227,,2026-05-12T23:22:51.585497,0.223,0.22174,0.6115,0.61087,-0.0009161798307208979,0.0009161798307208979,0.0006300000000000194,0.0006300000000000194
porto,501,xgboost,845120,"{""n_estimators"": 300, ""learning_rate"": 0.03, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.3, ""subsample"": 0.6, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0}",2026-05-12T23:27:39.644948,0.6392555120281465,0.0027915430664697,0.6340681721379906,0.6422079651435315,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0501.csv,False,,36.805651903152466,,2026-05-12T23:28:16.450589,0.27532,0.28059,0.63766,0.6402950000000001,-0.0010394879718536032,0.0010394879718536032,-0.002635000000000054,0.002635000000000054
porto,522,xgboost,302661,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 5.0, ""gamma"": 0.05, ""subsample"": 0.7, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.0, ""reg_lambda"": 0.5}",2026-05-12T23:46:40.566049,0.6016674940586226,0.0032476234934409,0.5965155514703157,0.6064261647266143,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0522.csv,False,,111.0670850276947,,2026-05-12T23:48:31.633124,0.20764,0.20332,0.60382,0.60166,7.494058622659061e-06,7.494058622659061e-06,0.0021600000000000508,0.0021600000000000508
porto,524,xgboost,351001,"{""n_estimators"": 1100, ""learning_rate"": 0.07, ""max_depth"": 7, ""min_child_weight"": 3.0, ""gamma"": 0.01, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0}",2026-05-12T23:49:18.724925,0.6008623499550408,0.0035462774169506,0.5970646714671187,0.607348597708097,/Users/kunalgurung/Desktop/UTS SEM4/36126/project/submissions/porto_1000_models/porto_model_0524.csv,False,,112.92611503601074,,2026-05-12T23:51:11.651030,0.20149,0.20163,0.600745,0.600815,4.734995504085404e-05,4.734995504085404e-05,-7.00000000000145e-05,7.00000000000145e-05
